price,emirate,number,character
12000,dubai,11159,m
12000,dubai,3215,j
12000,dubai,9345,h
12000,dubai,19779,c
12000,dubai,44911,v
12000,dubai,66988,e
12000,dubai,6749,r
12000,dubai,29552,a
12000,dubai,11722,u
12000,dubai,50097,aa
12000,dubai,99266,a
12000,dubai,94800,v
12000,dubai,22113,k
12000,dubai,57788,g
12000,dubai,77442,f
12000,dubai,43555,m
12000,dubai,91149,x
12000,dubai,15600,m
12000,dubai,72345,w
12000,dubai,55911,v
12000,dubai,77533,f
12000,dubai,77617,z
12000,dubai,33499,r
12000,dubai,9687,d
12000,dubai,44475,c
12000,dubai,18600,m
12000,dubai,21166,h
12000,sharjah,2567,3
12000,sharjah,77655,3
12000,dubai,95905,c
12000,dubai,3893,m
12000,dubai,33771,q
12000,fujairah,97777,g
12000,fujairah,7886,s
12000,dubai,66448,b
12000,dubai,77446,m
12000,umm-al-quwain,6788,x
12000,ras-al-khaimah,84141,a
12000,sharjah,38889,3
12000,dubai,25040,b
12000,ras-al-khaimah,47888,a
12000,dubai,89877,t
12000,dubai,3562,l
12000,dubai,83101,p
12000,dubai,60661,f
12000,dubai,12361,cc
12000,dubai,1608,s
12000,dubai,44611,g
12000,dubai,33552,f
12000,dubai,85004,x
12000,umm-al-quwain,90099,d
12000,dubai,33449,r
12000,dubai,60110,v
12000,dubai,32132,u
12000,dubai,44563,a
12000,dubai,33228,i
12000,umm-al-quwain,24441,b
12000,ras-al-khaimah,73338,s
12000,dubai,40056,x
12000,dubai,32231,v
12000,dubai,19799,v
12000,dubai,19775,c
12000,ras-al-khaimah,2305,m
12000,dubai,45689,k
12000,dubai,10155,l
12000,dubai,25300,c
12000,dubai,37711,f
12000,dubai,58654,a
12000,umm-al-quwain,2199,x
12000,abu-dhabi,56415,18
12000,dubai,33655,h
12000,dubai,88337,j
12000,dubai,8643,p
12000,sharjah,76668,3
12000,abu-dhabi,95961,9
12000,sharjah,1508,3
12000,sharjah,55100,3
12000,umm-al-quwain,1324,b
12000,dubai,10550,v
12000,dubai,47787,o
12000,dubai,45899,a
12000,ajman,7679,a
12000,dubai,17159,x
12000,dubai,69695,k
12000,dubai,96655,s
12000,dubai,91159,x
12000,dubai,37321,a
12000,dubai,21354,n
12000,dubai,67866,v
12000,abu-dhabi,56951,14
12000,dubai,2474,k
12000,sharjah,9106,3
12000,ras-al-khaimah,4320,i
12000,dubai,59797,r
12000,ras-al-khaimah,2629,s
12000,ajman,74774,a
12000,dubai,93388,k
12000,abu-dhabi,18310,5
12000,fujairah,4849,m
12000,dubai,61512,a
12000,dubai,33006,d
12000,dubai,35050,n
12000,dubai,97744,k
12000,dubai,44100,u
12000,dubai,7586,d
12000,dubai,32230,v
12000,dubai,16101,u
12000,dubai,9219,h
12000,dubai,43430,q
12000,dubai,36623,a
12000,sharjah,71100,3
12000,fujairah,1889,i
12000,sharjah,90809,3
12000,dubai,89966,o
12000,dubai,43437,i
12000,dubai,31996,a
12000,dubai,19780,m
12000,dubai,3249,p
12000,dubai,32030,g
12000,dubai,99668,t
12000,dubai,13110,y
12000,dubai,19921,v
12000,dubai,78978,v
12000,abu-dhabi,73745,4
12000,dubai,15415,m
12000,sharjah,99901,3
12000,dubai,10035,d
12000,dubai,10908,v
12000,dubai,51651,m
12000,dubai,11844,f
12000,dubai,33422,j
12000,dubai,80700,p
12000,dubai,20900,l
12000,dubai,6093,m
12000,dubai,96668,m
12000,dubai,11813,aa
12000,dubai,77661,v
12000,dubai,30404,e
12000,dubai,44997,l
12000,dubai,4639,q
12000,dubai,8637,l
12000,dubai,41800,v
12000,dubai,56757,aa
12000,dubai,99196,v
12000,sharjah,70101,3
12000,dubai,1755,i
12000,dubai,55441,d
12000,abu-dhabi,25509,6
12000,dubai,11198,t
12000,dubai,87786,q
12000,dubai,60088,l
12000,sharjah,11700,3
12000,dubai,18585,g
12000,sharjah,71010,3
12000,dubai,52345,k
12000,dubai,14881,g
12000,dubai,48830,f
12000,dubai,21911,bb
12000,dubai,66096,p
12000,dubai,24004,f
12000,dubai,23009,aa
12000,ajman,81188,b
12000,dubai,64477,l
12000,dubai,55488,s
12000,dubai,29295,m
12000,dubai,18011,g
12000,dubai,77422,f
12000,dubai,87780,v
12000,dubai,77712,r
12000,dubai,22911,v
12000,dubai,28313,aa
12000,dubai,79889,f
12000,dubai,50155,f
12000,dubai,30555,p
12000,dubai,11663,r
12000,dubai,78881,e
12000,fujairah,1244,e
12000,dubai,29933,n
12000,dubai,55883,f
12000,dubai,26001,v
12000,sharjah,20066,3
12000,dubai,22116,h
12000,dubai,96991,b
12000,umm-al-quwain,56667,c
12000,dubai,6977,n
12000,dubai,12393,x
12000,dubai,41445,k
12000,dubai,77287,a
12000,dubai,83813,aa
12000,dubai,88225,i
12000,ajman,2311,b
12000,dubai,56421,a
11999,dubai,4850,c
11999,dubai,33316,b
11999,dubai,5901,b
11999,dubai,6147,p
11999,dubai,40010,t
11999,dubai,81116,s
11990,dubai,6135,l
11900,sharjah,98008,3
11900,dubai,10113,k
11900,dubai,10411,w
11900,dubai,43439,a
11900,dubai,10611,k
11900,dubai,41011,p
11900,dubai,70060,u
11900,dubai,69898,v
11900,dubai,2530,m
11900,dubai,33024,aa
11900,sharjah,82999,3
11900,dubai,90300,h
11900,dubai,2155,r
11900,dubai,66604,e
11900,dubai,2726,g
11900,dubai,4133,t
11900,dubai,2128,q
11900,dubai,90904,a
11900,dubai,12230,u
11900,dubai,61011,k
11900,dubai,98383,a
11900,dubai,2648,c
11900,dubai,3992,s
11900,dubai,10043,v
11900,dubai,4794,i
11900,dubai,11410,o
11900,dubai,13061,a
11900,dubai,8131,t
11900,dubai,60300,n
11900,dubai,7065,t
11900,dubai,10510,v
11900,dubai,10310,v
11900,dubai,33358,g
11900,dubai,20102,q
11900,dubai,64445,i
11900,dubai,2755,m
11900,dubai,2381,e
11900,sharjah,98890,3
11900,dubai,5451,n
11900,dubai,9891,n
11900,dubai,5079,d
11900,dubai,97797,e
11900,dubai,6634,i
11900,sharjah,31413,3
11900,dubai,9968,g
11900,dubai,80204,a
11900,sharjah,98891,3
11900,dubai,2823,j
11900,dubai,11134,o
11900,dubai,1481,p
11900,dubai,7894,n
11900,dubai,7696,s
11900,dubai,10202,p
11900,dubai,7398,b
11900,dubai,2427,m
11900,fujairah,58000,g
11900,dubai,3158,m
11900,ajman,77799,c
11900,dubai,4974,j
11900,sharjah,51415,3
11900,dubai,9765,l
11900,dubai,8350,n
11900,dubai,9564,r
11900,dubai,9153,q
11900,dubai,2575,f
11900,dubai,9031,c
11900,dubai,3880,h
11900,sharjah,66776,3
11900,dubai,8987,j
11900,dubai,1361,t
11900,dubai,39090,p
11900,dubai,92933,t
11900,sharjah,74440,3
11900,dubai,77792,m
11800,dubai,78677,o
11800,dubai,9788,g
11800,dubai,9755,h
11700,dubai,11432,a
11550,dubai,33308,p
11500,sharjah,5069,3
11500,dubai,14999,k
11500,dubai,85485,b
11500,dubai,7714,g
11500,dubai,8042,p
11500,dubai,18411,v
11500,dubai,44546,b
11500,dubai,31100,v
11500,dubai,5103,s
11500,ajman,41999,i
11500,dubai,15588,p
11500,dubai,1502,j
11500,dubai,23336,j
11500,ras-al-khaimah,1317,c
11500,dubai,9054,k
11500,dubai,5132,e
11500,dubai,97878,u
11500,umm-al-quwain,4550,f
11500,dubai,4191,r
11500,dubai,40020,t
11500,dubai,9577,m
11500,sharjah,44431,3
11500,sharjah,20233,2
11500,dubai,13551,a
11500,dubai,8165,r
11500,dubai,3812,k
11500,dubai,63396,a
11500,dubai,75475,l
11500,dubai,5966,e
11500,dubai,50425,l
11500,dubai,5596,g
11500,dubai,5642,c
11500,dubai,99866,o
11500,dubai,2313,n
11500,dubai,88005,i
11500,dubai,8152,e
11500,ajman,66622,b
11500,dubai,4630,c
11500,dubai,22629,c
11500,ajman,1610,h
11500,dubai,25566,i
11500,dubai,63606,aa
11500,dubai,45055,bb
11500,sharjah,3810,3
11500,dubai,17005,bb
11500,dubai,4369,q
11500,dubai,5426,j
11500,dubai,2651,n
11500,dubai,66994,u
11500,dubai,2371,o
11500,dubai,54655,m
11500,dubai,46699,n
11500,dubai,2482,m
11500,dubai,2842,m
11500,sharjah,3364,3
11500,dubai,9260,m
11500,dubai,13136,l
11500,dubai,88840,k
11500,dubai,3361,d
11500,dubai,77730,f
11500,dubai,47077,d
11500,dubai,6908,t
11500,dubai,49944,k
11500,dubai,66226,k
11500,dubai,66899,l
11500,sharjah,53355,3
11500,dubai,15775,c
11500,dubai,4171,i
11500,dubai,31231,u
11500,dubai,8084,n
11500,dubai,6621,s
11500,fujairah,13330,e
11250,sharjah,2160,3
11200,dubai,28808,r
11100,umm-al-quwain,2336,a
11000,dubai,21003,r
11000,sharjah,23434,3
11000,dubai,44533,h
11000,dubai,99233,v
11000,dubai,67276,g
11000,dubai,63463,f
11000,dubai,11591,x
11000,dubai,44511,t
11000,dubai,17887,i
11000,dubai,66671,q
11000,dubai,42333,d
11000,dubai,44002,u
11000,dubai,5659,k
11000,sharjah,33553,3
11000,dubai,6570,s
11000,sharjah,6630,3
11000,dubai,43930,a
11000,dubai,34487,a
11000,dubai,55466,q
11000,dubai,15751,q
11000,dubai,6079,c
11000,dubai,80188,d
11000,dubai,13513,n
11000,dubai,67670,s
11000,dubai,9780,l
11000,dubai,9336,j
11000,dubai,61066,o
11000,umm-al-quwain,3663,x
11000,dubai,99588,f
11000,dubai,82200,m
11000,dubai,8636,i
11000,sharjah,2603,3
11000,dubai,7517,j
11000,dubai,74111,d
11000,dubai,54800,u
11000,dubai,4516,r
11000,dubai,34800,p
11000,dubai,17577,a
11000,dubai,8470,h
11000,dubai,10040,q
11000,dubai,87655,o
11000,dubai,1253,p
11000,dubai,14561,q
11000,dubai,61700,u
11000,dubai,13636,e
11000,dubai,88747,a
11000,dubai,42111,i
11000,dubai,1827,n
11000,ajman,40007,f
11000,dubai,20669,a
11000,dubai,15159,v
11000,dubai,27770,m
11000,dubai,73137,s
11000,dubai,43438,a
11000,dubai,74563,v
11000,dubai,15158,v
11000,fujairah,6160,g
11000,dubai,14941,p
11000,dubai,3567,r
11000,dubai,3704,d
11000,dubai,49977,h
11000,sharjah,58185,3
11000,dubai,41714,n
11000,dubai,19100,p
11000,dubai,21721,o
11000,ras-al-khaimah,97977,y
11000,dubai,96446,d
11000,sharjah,88448,3
11000,dubai,3640,f
11000,fujairah,2132,d
11000,dubai,3628,s
11000,dubai,641,c
11000,dubai,16164,v
11000,dubai,56660,s
11000,ras-al-khaimah,3304,x
11000,dubai,82822,q
11000,dubai,10191,q
11000,dubai,66292,a
11000,dubai,25656,h
11000,dubai,45588,e
11000,dubai,3491,s
11000,dubai,7157,e
11000,dubai,20802,q
11000,dubai,67555,k
11000,dubai,88133,q
11000,dubai,68178,b
11000,dubai,1602,n
11000,dubai,1803,q
11000,dubai,1749,j
11000,dubai,14888,o
11000,dubai,46662,l
11000,ras-al-khaimah,11166,k
11000,fujairah,56777,g
11000,dubai,85551,q
11000,dubai,60690,r
11000,dubai,76107,a
11000,dubai,13339,o
10999,dubai,2582,m
10999,fujairah,66606,d
10999,dubai,99696,q
10999,ras-al-khaimah,2250,b
10908,dubai,8408,t
10900,dubai,41410,v
10900,dubai,40101,v
10900,dubai,7608,b
10900,dubai,41236,a
10900,sharjah,4101,3
10900,dubai,44808,f
10900,dubai,76166,aa
10900,dubai,5881,s
10900,dubai,57057,g
10900,dubai,30101,v
10900,dubai,2558,h
10900,dubai,68444,b
10900,dubai,78161,a
10900,dubai,91910,v
10900,dubai,65559,k
10900,dubai,52355,aa
10900,dubai,3362,d
10900,dubai,3513,m
10900,dubai,88816,m
10900,dubai,19958,a
10900,dubai,8608,t
10900,dubai,20707,p
10900,dubai,26162,p
10900,dubai,5564,l
10900,dubai,90303,r
10900,dubai,83999,e
10900,dubai,5383,r
10900,dubai,10606,v
10900,dubai,7758,e
10900,dubai,78655,p
10900,dubai,5810,o
10900,dubai,7062,p
10900,dubai,39439,d
10900,dubai,90109,v
10900,dubai,7401,s
10900,dubai,4570,m
10900,dubai,7440,k
10900,dubai,55518,f
10900,dubai,3877,m
10900,ajman,9040,c
10900,sharjah,40100,3
10900,dubai,6404,p
10900,dubai,12320,m
10900,dubai,1420,j
10900,dubai,1535,k
10900,dubai,31310,v
10900,dubai,4612,q
10900,dubai,80411,a
10900,dubai,4335,r
10900,dubai,7929,j
10900,dubai,90101,v
10900,dubai,5751,g
10900,dubai,1723,j
10900,dubai,44409,e
10900,dubai,2619,n
10900,dubai,9108,p
10900,dubai,46999,i
10900,dubai,66711,r
10900,dubai,6939,j
10900,dubai,9569,h
10900,dubai,8795,d
10900,dubai,76999,i
10900,dubai,29200,q
10900,dubai,10404,v
10900,ajman,76543,b
10900,dubai,3505,m
10900,dubai,3836,e
10900,dubai,1658,j
10900,dubai,56100,c
10900,dubai,88831,n
10900,dubai,3138,j
10900,dubai,44009,v
10900,sharjah,12003,3
10900,dubai,8161,t
10900,dubai,19976,b
10900,dubai,50101,v
10900,dubai,52223,s
10900,dubai,4929,j
10900,dubai,42300,s
10900,dubai,4542,m
10900,ajman,99339,a
10800,dubai,8105,q
10800,dubai,6072,s
10800,dubai,9704,r
10700,dubai,94149,b
10700,dubai,85850,r
10500,dubai,54466,r
10500,dubai,9438,b
10500,dubai,4108,p
10500,sharjah,36888,3
10500,dubai,17774,o
10500,sharjah,72277,3
10500,sharjah,9033,3
10500,ajman,17775,c
10500,dubai,97279,b
10500,dubai,55699,e
10500,fujairah,8678,g
10500,sharjah,9443,3
10500,dubai,23202,z
10500,dubai,90995,e
10500,dubai,16333,i
10500,dubai,1831,l
10500,dubai,79772,o
10500,dubai,72799,v
10500,dubai,11819,z
10500,dubai,37370,d
10500,dubai,34445,q
10500,ras-al-khaimah,18081,m
10500,dubai,6967,m
10500,dubai,94194,t
10500,sharjah,47779,3
10500,dubai,22230,l
10500,dubai,31999,s
10500,dubai,24552,a
10500,dubai,6862,i
10500,dubai,61961,t
10500,dubai,78770,u
10500,dubai,30939,a
10500,dubai,98969,d
10500,dubai,2606,l
10500,dubai,45045,d
10500,dubai,2885,h
10500,dubai,12203,s
10500,sharjah,44471,3
10500,ajman,5884,a
10500,dubai,6962,h
10500,dubai,6338,j
10500,dubai,96700,u
10500,dubai,19661,y
10500,dubai,64441,d
10500,sharjah,26026,3
10500,dubai,1940,h
10500,ras-al-khaimah,83111,i
10500,sharjah,28028,3
10500,dubai,88892,i
10500,dubai,9144,n
10500,dubai,98886,u
10500,dubai,8581,g
10500,dubai,5664,j
10500,dubai,88553,c
10500,abu-dhabi,12306,50
10500,dubai,62026,c
10500,dubai,56756,v
10500,dubai,22448,v
10500,dubai,22766,e
10500,dubai,7230,p
10500,dubai,32133,m
10500,dubai,38808,m
10500,dubai,95957,a
10500,sharjah,6504,3
10500,dubai,53435,u
10500,sharjah,88599,3
10500,dubai,45645,l
10500,dubai,9586,d
10500,dubai,98855,r
10500,dubai,9650,o
10500,dubai,41404,v
10500,ajman,36366,a
10500,dubai,12323,p
10500,dubai,78871,v
10500,dubai,86618,aa
10500,sharjah,86667,3
10400,dubai,4064,s
10400,dubai,4661,o
10400,dubai,70970,r
10300,dubai,70020,u
10110,dubai,3483,g
10100,dubai,2142,r
10001,dubai,82190,p
10000,dubai,94044,g
10000,dubai,72257,a
10000,dubai,41661,t
10000,ras-al-khaimah,17100,b
10000,abu-dhabi,11786,50
10000,ras-al-khaimah,7566,m
10000,dubai,26642,g
10000,dubai,4205,i
10000,dubai,50510,s
10000,sharjah,71712,1
10000,abu-dhabi,78611,50
10000,dubai,21512,o
10000,dubai,11210,q
10000,dubai,17605,aa
10000,dubai,14911,bb
10000,dubai,1391,l
10000,ajman,77676,e
10000,fujairah,14440,d
10000,ras-al-khaimah,7716,x
10000,dubai,66447,l
10000,umm-al-quwain,33455,i
10000,dubai,9678,m
10000,sharjah,10133,3
10000,dubai,12325,s
10000,dubai,27786,h
10000,dubai,77966,p
10000,abu-dhabi,38819,14
10000,dubai,78998,v
10000,dubai,45671,s
10000,dubai,56900,d
10000,dubai,30036,u
10000,ras-al-khaimah,92292,b
10000,dubai,94464,b
10000,ras-al-khaimah,31813,b
10000,dubai,68860,a
10000,sharjah,29029,3
10000,dubai,51028,x
10000,dubai,60408,f
10000,dubai,25025,q
10000,sharjah,13334,3
10000,dubai,3054,m
10000,dubai,6835,c
10000,dubai,76099,a
10000,dubai,92022,c
10000,ajman,54544,k
10000,dubai,19844,v
10000,dubai,39700,t
10000,dubai,79944,g
10000,dubai,10039,y
10000,dubai,60709,b
10000,dubai,90119,v
10000,umm-al-quwain,3730,i
10000,dubai,96967,v
10000,dubai,66338,s
10000,dubai,5127,r
10000,dubai,50911,j
10000,dubai,70663,q
10000,dubai,77654,p
10000,dubai,97397,m
10000,abu-dhabi,88643,7
10000,dubai,22883,f
10000,dubai,84242,b
10000,abu-dhabi,82525,9
10000,dubai,95199,aa
10000,dubai,81166,p
10000,dubai,94434,a
10000,dubai,14410,p
10000,dubai,33800,h
10000,dubai,44399,n
10000,abu-dhabi,19106,50
10000,ras-al-khaimah,56766,a
10000,ajman,47060,b
10000,sharjah,67890,3
10000,ras-al-khaimah,21129,b
10000,dubai,47700,c
10000,dubai,3278,g
10000,sharjah,5756,3
10000,dubai,11431,a
10000,dubai,94339,d
10000,umm-al-quwain,5100,x
10000,dubai,55650,s
10000,dubai,99644,d
10000,dubai,6142,h
10000,dubai,7459,k
10000,dubai,53531,l
10000,dubai,68422,y
10000,dubai,54786,v
10000,dubai,4750,h
10000,dubai,23303,x
10000,dubai,54559,m
10000,dubai,17116,t
10000,dubai,11179,m
10000,dubai,16196,b
10000,dubai,24050,a
10000,dubai,52533,v
10000,dubai,63355,s
10000,dubai,20410,a
10000,abu-dhabi,86056,5
10000,dubai,66165,d
10000,dubai,39383,v
10000,sharjah,71400,3
10000,dubai,42833,a
10000,ajman,9787,d
10000,fujairah,4368,a
10000,abu-dhabi,84850,5
10000,dubai,85856,s
10000,dubai,8543,j
10000,dubai,59199,f
10000,ajman,58159,b
10000,dubai,33093,i
10000,dubai,2106,c
10000,dubai,51125,b
10000,dubai,13765,a
10000,sharjah,6790,3
10000,dubai,2758,h
10000,dubai,72700,o
10000,dubai,86800,o
10000,dubai,32929,r
10000,dubai,39911,t
10000,dubai,82992,i
10000,dubai,20310,aa
10000,dubai,40034,u
10000,dubai,44388,p
10000,dubai,11395,a
10000,dubai,22998,o
10000,abu-dhabi,38307,6
10000,umm-al-quwain,55111,i
10000,ajman,7784,a
10000,dubai,8278,g
10000,sharjah,67800,3
10000,abu-dhabi,76608,16
10000,umm-al-quwain,6162,x
10000,dubai,78378,i
10000,abu-dhabi,51232,6
10000,ras-al-khaimah,12354,a
10000,dubai,40488,n
10000,dubai,7591,h
10000,dubai,7532,h
10000,dubai,7928,q
10000,dubai,2585,j
10000,dubai,55994,p
10000,abu-dhabi,61123,8
10000,dubai,68707,p
10000,dubai,54599,m
10000,dubai,3965,q
10000,dubai,14146,o
10000,dubai,1386,l
10000,dubai,32335,d
10000,dubai,70757,e
10000,dubai,6821,j
10000,dubai,19916,q
10000,dubai,45621,y
10000,dubai,48003,p
10000,dubai,10432,aa
10000,dubai,99094,j
10000,abu-dhabi,93384,4
10000,dubai,11083,f
10000,dubai,99722,q
10000,sharjah,23311,3
10000,dubai,33992,u
10000,dubai,44338,h
10000,dubai,19367,a
10000,dubai,99388,c
10000,dubai,13035,u
10000,sharjah,1209,3
10000,dubai,3687,k
10000,dubai,93093,e
10000,dubai,31081,c
10000,dubai,1536,l
10000,dubai,1427,l
10000,dubai,49911,v
10000,dubai,61200,l
10000,dubai,23459,d
10000,dubai,10388,aa
10000,dubai,36622,h
10000,dubai,92121,r
10000,dubai,31213,c
10000,abu-dhabi,98440,18
10000,abu-dhabi,84429,4
10000,sharjah,8170,3
10000,dubai,88662,q
10000,abu-dhabi,98936,4
10000,umm-al-quwain,4554,x
10000,dubai,91994,f
10000,abu-dhabi,93459,8
10000,dubai,21551,e
10000,ras-al-khaimah,7859,b
10000,dubai,32320,g
10000,dubai,28283,m
10000,abu-dhabi,74052,50
10000,dubai,45656,l
10000,dubai,66551,u
10000,abu-dhabi,29066,4
10000,dubai,79355,a
10000,fujairah,64656,a
10000,dubai,44073,p
10000,ras-al-khaimah,53030,b
10000,dubai,26699,v
10000,ras-al-khaimah,6316,a
10000,dubai,60617,l
10000,dubai,12023,k
10000,dubai,60220,e
10000,dubai,30018,n
10000,dubai,19818,b
10000,dubai,18481,r
10000,sharjah,10122,3
10000,abu-dhabi,53440,7
10000,abu-dhabi,53563,5
10000,dubai,3678,l
10000,dubai,34558,q
10000,dubai,29911,v
10000,dubai,66362,z
10000,dubai,1867,f
10000,dubai,23122,y
10000,dubai,16110,g
10000,dubai,5036,q
10000,sharjah,8917,3
10000,sharjah,41673,3
10000,dubai,55118,p
10000,ajman,8443,b
10000,sharjah,12113,3
10000,ras-al-khaimah,8485,m
10000,sharjah,2318,3
10000,dubai,81987,o
10000,dubai,28833,f
10000,dubai,42445,bb
10000,dubai,44800,l
10000,dubai,66080,i
10000,dubai,67641,i
10000,sharjah,46661,3
10000,dubai,40045,t
10000,ajman,2340,c
10000,dubai,44104,y
10000,dubai,50644,aa
10000,dubai,2437,l
10000,sharjah,3067,3
10000,dubai,99577,l
10000,dubai,11005,p
10000,dubai,27860,p
10000,dubai,33305,j
10000,sharjah,11213,3
10000,dubai,19098,d
10000,abu-dhabi,33217,14
10000,fujairah,7080,c
10000,dubai,75115,o
10000,sharjah,63335,3
10000,dubai,86622,o
10000,dubai,49069,a
10000,dubai,28058,n
10000,dubai,96099,n
10000,dubai,8063,q
10000,abu-dhabi,76286,7
10000,sharjah,16665,3
10000,dubai,32253,aa
10000,dubai,90807,c
10000,dubai,9055,o
10000,dubai,58680,g
10000,dubai,55434,c
10000,abu-dhabi,99345,11
10000,dubai,9782,o
10000,sharjah,4120,3
10000,abu-dhabi,54330,20
10000,abu-dhabi,76550,20
10000,dubai,8032,t
10000,dubai,77175,bb
10000,dubai,16702,a
10000,dubai,37173,v
10000,ras-al-khaimah,3736,b
10000,dubai,80024,b
10000,dubai,66399,o
10000,ajman,10045,b
10000,ajman,30703,a
10000,dubai,53053,l
10000,dubai,50058,u
10000,dubai,78654,u
10000,umm-al-quwain,80009,b
10000,dubai,89893,r
10000,dubai,72121,r
10000,sharjah,33711,3
10000,dubai,19809,f
10000,sharjah,52228,3
10000,dubai,55325,x
9999,dubai,55646,i
9999,dubai,97860,f
9999,abu-dhabi,26235,50
9999,dubai,3649,q
9999,dubai,55622,i
9999,dubai,6320,q
9999,dubai,63500,n
9999,dubai,33350,e
9999,dubai,9034,k
9999,dubai,9759,m
9999,dubai,32207,b
9999,dubai,16168,t
9999,dubai,55645,g
9999,dubai,87366,a
9999,dubai,12431,aa
9999,dubai,12348,l
9999,ras-al-khaimah,60069,i
9999,dubai,35112,d
9999,dubai,79512,a
9950,dubai,4858,i
9900,dubai,5322,i
9900,dubai,4415,o
9900,dubai,16634,bb
9900,dubai,4478,h
9900,dubai,33396,c
9900,dubai,88186,g
9900,dubai,10080,p
9900,dubai,1058,m
9900,sharjah,1176,3
9900,dubai,2505,p
9900,dubai,55611,v
9900,dubai,76222,d
9900,dubai,55531,d
9900,dubai,10998,e
9900,dubai,45540,l
9900,dubai,5894,f
9900,dubai,25525,k
9900,dubai,98900,v
9900,dubai,76760,v
9900,dubai,63263,u
9900,dubai,4246,o
9900,dubai,53353,j
9900,dubai,9703,o
9900,ajman,50004,d
9900,dubai,8582,f
9900,dubai,88009,o
9900,dubai,1557,e
9900,dubai,90202,p
9900,ras-al-khaimah,5882,m
9900,dubai,35999,b
9900,dubai,12201,n
9900,dubai,8358,f
9900,dubai,5135,k
9900,dubai,8829,i
9900,dubai,3996,l
9900,dubai,88187,a
9900,dubai,68222,e
9900,dubai,1385,t
9900,dubai,11455,v
9900,dubai,2531,s
9900,dubai,44311,v
9900,dubai,8315,d
9900,dubai,19953,u
9900,dubai,21217,v
9900,dubai,4452,o
9900,dubai,2267,m
9900,dubai,2285,r
9900,dubai,79998,s
9900,dubai,39039,c
9900,dubai,2490,l
9900,dubai,4412,o
9900,dubai,8922,g
9900,fujairah,9110,j
9900,dubai,3823,p
9900,sharjah,42244,3
9900,sharjah,64464,3
9900,sharjah,84484,3
9900,dubai,10070,s
9900,dubai,21216,v
9900,dubai,32103,t
9900,dubai,11433,v
9900,dubai,7845,q
9900,dubai,4089,p
9900,dubai,45511,v
9900,dubai,8892,g
9900,dubai,7320,s
9900,dubai,11655,v
9900,dubai,10120,w
9900,dubai,23423,v
9900,dubai,3732,m
9900,dubai,93494,a
9900,dubai,20204,r
9900,dubai,6698,n
9900,dubai,4459,m
9900,dubai,18882,c
9900,dubai,45450,v
9900,dubai,7199,k
9900,dubai,3820,s
9900,dubai,60708,p
9900,dubai,77078,n
9900,dubai,11195,m
9900,dubai,22088,r
9900,dubai,6477,k
9900,dubai,4492,h
9900,dubai,5799,p
9900,dubai,5593,g
9900,dubai,85027,b
9900,dubai,2430,j
9900,dubai,86968,s
9900,sharjah,7450,3
9900,dubai,2284,m
9900,dubai,4374,o
9900,dubai,11192,p
9900,dubai,4461,f
9900,dubai,2542,j
9900,dubai,88890,n
9900,dubai,10676,a
9900,umm-al-quwain,78866,b
9900,dubai,12232,u
9900,dubai,80095,b
9900,dubai,12600,l
9900,dubai,81177,v
9900,dubai,6658,g
9900,dubai,9413,q
9900,dubai,61155,v
9900,dubai,71166,v
9900,dubai,77860,u
9900,dubai,11566,v
9900,dubai,14814,d
9900,dubai,6053,j
9900,dubai,44154,a
9900,dubai,8867,j
9900,dubai,22008,r
9900,dubai,33411,v
9900,dubai,55411,v
9900,dubai,40500,t
9900,dubai,14331,c
9900,dubai,6899,t
9900,dubai,41212,r
9900,dubai,52220,f
9900,dubai,16565,v
9900,dubai,34411,v
9900,dubai,43311,v
9900,dubai,65511,v
9900,dubai,76611,v
9900,dubai,63863,u
9900,dubai,33004,j
9900,dubai,14050,w
9900,dubai,15454,v
9900,dubai,98811,v
9900,dubai,87870,v
9900,dubai,65265,c
9900,dubai,3484,j
9900,dubai,70180,q
9900,dubai,6339,j
9900,dubai,71188,v
9900,dubai,67711,v
9900,dubai,2905,b
9900,dubai,59950,j
9900,dubai,78811,v
9900,dubai,5753,l
9900,dubai,42266,d
9900,dubai,44115,v
9900,dubai,19476,a
9900,dubai,21075,a
9900,dubai,41155,v
9900,dubai,51144,v
9900,dubai,51166,v
9900,dubai,5994,i
9900,dubai,88807,n
9900,dubai,21414,n
9900,dubai,71414,v
9900,dubai,31144,v
9900,dubai,3316,j
9800,ajman,5339,a
9800,dubai,7719,q
9800,dubai,40555,t
9800,dubai,83322,r
9800,dubai,66675,f
9800,abu-dhabi,51233,9
9800,dubai,41113,l
9800,dubai,38222,h
9800,dubai,88332,l
9800,dubai,30774,a
9800,dubai,5610,p
9800,dubai,68887,g
9800,dubai,33513,a
9800,dubai,42344,o
9800,dubai,54447,f
9800,dubai,8609,u
9800,dubai,84447,i
9800,dubai,99962,h
9800,dubai,51114,n
9700,dubai,39995,f
9700,dubai,31818,k
9700,dubai,70507,d
9700,dubai,45677,d
9700,dubai,4235,i
9700,dubai,7013,m
9700,dubai,43400,s
9700,dubai,44747,f
9600,dubai,11006,v
9600,dubai,4262,s
9600,dubai,6930,p
9570,dubai,66614,j
9500,dubai,2036,u
9500,dubai,86900,j
9500,dubai,96161,v
9500,dubai,8915,o
9500,dubai,65151,v
9500,dubai,81981,v
9500,dubai,9601,i
9500,dubai,67006,u
9500,dubai,7553,o
9500,dubai,41418,g
9500,ras-al-khaimah,7911,c
