price,emirate,number,character
18900,dubai,2538,m
18900,dubai,7118,l
18900,dubai,3760,c
18900,dubai,13666,v
18900,dubai,3606,q
18900,dubai,8968,j
18900,dubai,8911,t
18900,dubai,3290,n
18900,dubai,9194,o
18900,dubai,63337,m
18900,dubai,8185,r
18900,dubai,12930,a
18900,dubai,9097,j
18900,dubai,6099,n
18900,dubai,51118,h
18900,dubai,5818,j
18900,dubai,9201,u
18900,dubai,17333,m
18900,dubai,9856,f
18900,dubai,5987,k
18900,dubai,7286,a
18888,dubai,60888,r
18800,dubai,10500,v
18800,dubai,6906,t
18800,dubai,17115,a
18700,dubai,99701,s
18500,dubai,44481,d
18500,dubai,10873,a
18500,dubai,6057,r
18500,dubai,89777,k
18500,dubai,4907,i
18500,dubai,8279,p
18500,dubai,75588,b
18500,dubai,44558,b
18500,dubai,50066,i
18500,dubai,54433,i
18500,dubai,8082,o
18500,dubai,96900,v
18500,ajman,60003,h
18500,sharjah,12233,3
18500,dubai,9938,l
18500,dubai,4591,r
18500,dubai,44223,t
18500,dubai,23321,c
18500,dubai,5387,r
18500,dubai,23221,c
18500,dubai,6285,r
18500,dubai,4715,o
18500,dubai,70400,e
18500,dubai,2404,i
18500,dubai,1621,v
18500,dubai,23111,p
18500,dubai,5816,d
18500,dubai,66694,c
18500,dubai,7213,b
18500,dubai,791,q
18500,dubai,5624,c
18500,dubai,8253,i
18500,dubai,1159,g
18500,dubai,6455,r
18500,dubai,30022,u
18500,dubai,5376,r
18500,dubai,33387,m
18500,dubai,5235,s
18500,dubai,60160,p
18500,dubai,1750,u
18500,dubai,55022,v
18500,dubai,5031,r
18500,dubai,6134,m
18500,dubai,1339,j
18500,dubai,5360,p
18500,dubai,6943,i
18500,abu-dhabi,21502,50
18500,dubai,10220,q
18500,dubai,38113,a
18500,dubai,25544,b
18500,dubai,8413,h
18500,dubai,69222,e
18500,fujairah,4776,j
18500,dubai,99976,g
18500,dubai,44451,s
18500,dubai,9341,i
18500,dubai,2640,o
18500,dubai,9053,q
18500,dubai,7903,h
18500,dubai,9502,d
18500,dubai,88803,g
18500,dubai,7024,o
18500,dubai,21117,t
18500,dubai,64786,g
18500,dubai,6409,p
18500,dubai,69994,g
18500,dubai,99942,d
18500,dubai,60706,q
18500,dubai,4389,k
18500,dubai,9283,r
18500,dubai,59996,f
18500,dubai,40377,h
18500,dubai,9075,o
18500,dubai,60101,h
18500,dubai,33662,a
18500,dubai,2187,l
18500,dubai,13338,j
18500,dubai,99948,e
18500,dubai,80400,m
18500,fujairah,66336,b
18500,dubai,29220,r
18500,dubai,11660,h
18500,dubai,5382,a
18500,dubai,2153,v
18500,dubai,87800,q
18500,dubai,40033,s
18500,dubai,63634,s
18500,dubai,40304,q
18200,dubai,99924,m
18000,dubai,2117,r
18000,dubai,31002,b
18000,umm-al-quwain,4546,m
18000,dubai,4260,t
18000,dubai,7383,j
18000,dubai,17176,r
18000,fujairah,1077,k
18000,dubai,5821,m
18000,dubai,19944,l
18000,dubai,89997,n
18000,dubai,78678,h
18000,dubai,3869,s
18000,dubai,5924,g
18000,dubai,68786,v
18000,dubai,29319,x
18000,dubai,66613,o
18000,dubai,1384,b
18000,dubai,50282,b
18000,dubai,8547,r
18000,dubai,51234,s
18000,dubai,38330,aa
18000,dubai,19933,v
18000,umm-al-quwain,5300,b
18000,dubai,20061,a
18000,dubai,7338,m
18000,dubai,9731,p
18000,dubai,33456,j
18000,dubai,3579,p
18000,dubai,4796,g
18000,dubai,7189,c
18000,sharjah,50053,3
18000,dubai,6893,r
18000,fujairah,80080,k
18000,dubai,17471,c
18000,dubai,6532,b
18000,dubai,7680,v
18000,dubai,6272,n
18000,dubai,8272,n
18000,dubai,7363,n
18000,dubai,2175,f
18000,dubai,7518,d
18000,dubai,5128,g
18000,dubai,4605,o
18000,dubai,81810,b
18000,dubai,99946,i
18000,sharjah,1937,3
18000,dubai,6683,b
18000,dubai,60800,g
18000,dubai,8357,i
18000,dubai,19110,bb
18000,dubai,69700,s
18000,dubai,8570,i
18000,dubai,5873,l
18000,dubai,1034,s
18000,dubai,10117,f
18000,dubai,2794,f
18000,dubai,35444,i
18000,dubai,7981,l
18000,dubai,22023,c
18000,dubai,3597,e
18000,dubai,7142,d
18000,dubai,11994,u
18000,dubai,3679,j
18000,dubai,9158,r
18000,dubai,4158,k
18000,dubai,3429,q
18000,dubai,8126,l
18000,dubai,3294,f
18000,dubai,8318,f
18000,dubai,39988,h
18000,dubai,59001,a
18000,sharjah,3786,3
18000,dubai,3518,k
18000,dubai,7920,j
18000,dubai,44427,f
18000,dubai,9346,m
18000,dubai,2174,u
18000,ajman,8588,c
18000,dubai,9908,o
18000,dubai,86086,j
18000,dubai,3765,i
18000,dubai,2869,h
18000,dubai,60222,m
18000,dubai,23345,v
18000,dubai,6794,v
18000,dubai,71800,q
18000,dubai,10810,u
18000,dubai,8617,r
18000,abu-dhabi,95619,7
18000,fujairah,16666,k
18000,dubai,93880,a
18000,dubai,99112,k
18000,dubai,6387,f
18000,dubai,6240,l
18000,dubai,3994,f
18000,dubai,8192,v
18000,dubai,4543,k
18000,dubai,29898,s
18000,ras-al-khaimah,8600,n
18000,dubai,6189,l
18000,dubai,4856,f
18000,dubai,9483,o
18000,dubai,1673,c
18000,dubai,5194,r
18000,dubai,8153,n
18000,dubai,22276,j
18000,dubai,60608,m
18000,sharjah,5331,3
18000,dubai,66106,aa
18000,dubai,7025,g
18000,dubai,33839,a
18000,dubai,82082,p
18000,dubai,66637,d
18000,dubai,10119,d
18000,dubai,5692,o
18000,abu-dhabi,63216,8
18000,dubai,9403,u
18000,umm-al-quwain,40006,b
18000,dubai,66896,a
18000,dubai,9217,q
18000,dubai,2458,p
18000,dubai,12110,m
18000,dubai,84800,v
18000,dubai,14442,h
18000,dubai,27828,c
18000,ajman,46444,d
18000,dubai,98800,n
18000,dubai,14091,a
18000,ajman,3190,c
18000,dubai,7250,l
18000,dubai,13335,h
18000,dubai,7562,o
18000,dubai,3698,g
18000,dubai,10811,z
18000,sharjah,7768,3
17999,dubai,6579,j
17900,dubai,5802,l
17900,dubai,20110,w
17900,dubai,3767,m
17900,dubai,5675,v
17900,dubai,2848,e
17900,dubai,3359,i
17900,dubai,55502,r
17900,dubai,77373,e
17900,dubai,68668,c
17900,dubai,80666,v
17900,dubai,6732,m
17900,dubai,7293,m
17900,dubai,5203,g
17900,dubai,4703,m
17900,dubai,3671,n
17900,dubai,8019,f
17900,dubai,4091,l
17900,dubai,20030,v
17900,dubai,97773,d
17900,dubai,4203,v
17900,dubai,5172,o
17900,dubai,9917,f
17900,dubai,83830,v
17900,dubai,5941,n
17900,dubai,9185,i
17900,dubai,4722,g
17900,dubai,3863,e
17900,dubai,4350,b
17900,dubai,2796,m
17900,dubai,2970,l
17900,dubai,13113,u
17900,dubai,10203,u
17900,dubai,1679,n
17900,dubai,4657,l
17900,dubai,3078,q
17900,dubai,90200,v
17900,dubai,9508,u
17900,dubai,48111,b
17900,dubai,1178,q
17900,dubai,1134,q
17900,dubai,3665,g
17900,dubai,1449,c
17900,dubai,3302,u
17900,dubai,2884,b
17900,dubai,2496,i
17900,dubai,6618,h
17900,dubai,32321,v
17900,dubai,5685,r
17900,dubai,4493,c
17900,dubai,88668,s
17900,dubai,5990,k
17900,dubai,7133,b
17900,dubai,5598,h
17900,dubai,9542,m
17900,dubai,5561,k
17900,dubai,6577,b
17900,dubai,5188,b
17900,dubai,3442,m
17900,dubai,6741,m
17900,dubai,7635,m
17900,dubai,6179,d
17900,dubai,6742,m
17900,dubai,7912,m
17700,dubai,92900,r
17700,dubai,6429,a
17700,dubai,77866,i
17700,dubai,80444,m
17600,dubai,5764,g
17500,dubai,3285,k
17500,dubai,3126,t
17500,dubai,6247,j
17500,dubai,6872,h
17500,dubai,9513,o
17500,dubai,89189,d
17500,dubai,8823,e
17500,dubai,6029,p
17500,dubai,2863,o
17500,dubai,5762,o
17500,dubai,2867,i
17500,dubai,5273,g
17500,dubai,10751,a
17500,dubai,83038,d
17500,dubai,22274,b
17500,dubai,8529,n
17500,dubai,4341,l
17500,dubai,9175,i
17500,dubai,1721,u
17500,dubai,5731,o
17500,dubai,83033,b
17500,dubai,8921,v
17500,ajman,16161,h
17500,dubai,23032,l
17500,dubai,7649,f
17500,dubai,2693,v
17500,dubai,2186,u
17500,dubai,4287,n
17500,dubai,4268,s
17500,dubai,2738,i
17500,dubai,5117,g
17500,dubai,7671,i
17500,dubai,9854,j
17500,dubai,8029,o
17500,dubai,30080,h
17500,dubai,5991,e
17500,dubai,8507,p
17500,dubai,7848,c
17500,dubai,7941,k
17500,dubai,9362,l
17500,dubai,8981,k
17500,dubai,22236,g
17500,dubai,44099,v
17500,dubai,8391,u
17500,dubai,6829,s
17500,dubai,6352,t
17500,dubai,4689,n
17500,dubai,9521,e
17500,dubai,6754,t
17500,dubai,8313,k
17500,dubai,7243,r
17500,dubai,31120,a
17500,dubai,5862,i
17500,dubai,8348,j
17500,dubai,2569,o
17500,dubai,8163,u
17500,dubai,3127,j
17500,dubai,5581,c
17500,dubai,77447,i
17500,dubai,99932,i
17500,dubai,32444,a
17500,dubai,6573,i
17500,dubai,7236,q
17500,dubai,3306,l
17500,dubai,5627,j
17500,dubai,89699,d
17500,dubai,9427,h
17500,dubai,6124,o
17500,dubai,11149,i
17500,dubai,9433,d
17500,dubai,8796,p
17500,dubai,39933,h
17500,dubai,3487,u
17500,dubai,7802,t
17500,dubai,88850,t
17500,dubai,87827,s
17500,dubai,4739,r
17500,dubai,4178,d
17500,dubai,9816,j
17500,dubai,40805,a
17500,dubai,80407,a
17500,dubai,74474,i
17500,dubai,6354,j
17500,dubai,3931,t
17500,dubai,5742,e
17500,dubai,40321,a
17500,dubai,9370,l
17400,dubai,1261,l
17200,dubai,5341,v
17000,dubai,5219,l
17000,dubai,36063,h
17000,dubai,17778,e
17000,dubai,45667,c
17000,dubai,4596,k
17000,dubai,40015,z
17000,dubai,99876,p
17000,dubai,6389,e
17000,dubai,32226,p
17000,dubai,20820,h
17000,dubai,50817,b
17000,dubai,88765,t
17000,dubai,97972,b
17000,dubai,11303,q
17000,dubai,50067,t
17000,dubai,7439,t
17000,dubai,1779,h
17000,dubai,11143,s
17000,abu-dhabi,70274,7
17000,dubai,3251,s
17000,umm-al-quwain,6646,b
17000,dubai,77702,n
17000,dubai,21881,m
17000,dubai,6948,v
17000,dubai,66344,g
17000,dubai,50766,b
17000,dubai,2375,g
17000,dubai,6591,b
17000,dubai,8996,s
17000,dubai,11139,u
17000,dubai,9173,s
17000,dubai,9534,q
17000,sharjah,6084,1
17000,ajman,27222,a
17000,sharjah,1809,3
17000,dubai,42777,e
17000,dubai,27722,c
17000,dubai,1035,v
17000,dubai,69988,t
17000,dubai,18199,d
17000,dubai,3675,q
17000,sharjah,30500,3
17000,dubai,55057,q
17000,dubai,11312,u
17000,dubai,76706,t
17000,dubai,48333,k
17000,dubai,6245,r
17000,dubai,3960,e
17000,dubai,8174,o
17000,dubai,19951,v
17000,dubai,6182,m
17000,abu-dhabi,82884,6
17000,dubai,28777,d
17000,sharjah,3903,3
17000,dubai,11997,v
17000,dubai,6274,g
17000,dubai,34447,m
17000,dubai,75700,v
17000,dubai,4153,h
17000,dubai,2957,o
17000,dubai,82277,b
17000,dubai,5831,g
17000,dubai,3142,v
17000,dubai,7958,g
17000,dubai,40445,x
17000,umm-al-quwain,5305,c
17000,dubai,5369,o
17000,dubai,4609,l
17000,dubai,2653,s
17000,dubai,97722,c
17000,dubai,3198,p
17000,dubai,2493,u
17000,dubai,4851,l
17000,dubai,8785,j
17000,dubai,58385,m
17000,dubai,73767,d
17000,dubai,12534,d
17000,dubai,1360,n
17000,ajman,85888,f
17000,dubai,98766,k
17000,ajman,68686,e
17000,dubai,50422,b
17000,dubai,3542,n
17000,dubai,12621,p
17000,dubai,4975,o
17000,dubai,2684,q
17000,dubai,4819,p
17000,dubai,50227,b
17000,dubai,5285,d
17000,dubai,43331,o
17000,dubai,9431,n
17000,dubai,8615,q
17000,dubai,43221,o
17000,fujairah,33111,b
17000,dubai,7497,c
17000,dubai,5077,j
17000,dubai,99961,h
17000,dubai,6620,q
17000,dubai,32001,c
17000,dubai,70887,v
17000,dubai,68368,b
17000,dubai,8934,q
16900,dubai,58999,i
16900,dubai,7521,j
16900,dubai,8523,q
16900,dubai,8527,h
16900,dubai,5568,s
16900,dubai,6146,d
16900,dubai,11818,r
16900,dubai,5206,b
16900,dubai,1187,n
16900,dubai,9239,c
16900,dubai,3396,b
16900,dubai,9156,i
16900,dubai,8805,d
16900,dubai,9834,p
16900,dubai,16999,v
16900,dubai,81234,g
16900,dubai,8576,l
16900,dubai,32233,m
16900,dubai,96960,v
16900,dubai,8871,l
16900,dubai,1735,i
16900,dubai,59590,n
16900,dubai,1365,p
16900,dubai,1523,c
16900,dubai,7116,o
16900,dubai,7718,u
16900,dubai,6648,d
16900,dubai,33329,i
16900,dubai,5537,b
16900,dubai,8517,d
16900,dubai,4457,j
16900,dubai,7741,m
16900,dubai,89111,v
16900,dubai,7141,i
16900,dubai,173,i
16900,dubai,1607,t
16900,dubai,7053,i
16900,dubai,1714,d
16900,dubai,6394,d
16900,dubai,9778,m
16900,dubai,82007,a
16900,dubai,12999,v
16900,dubai,78111,v
16900,dubai,9154,c
16900,dubai,3686,m
16900,dubai,2951,o
16900,dubai,9279,j
16900,dubai,1291,s
16900,dubai,8347,m
16900,dubai,6819,l
16900,dubai,6289,o
16900,dubai,9476,g
16900,dubai,4836,q
16900,dubai,6895,n
16900,dubai,12444,v
16900,dubai,6798,c
16900,dubai,2927,h
16900,dubai,3110,u
16900,dubai,3918,r
16900,dubai,6867,k
16900,dubai,4291,l
16900,dubai,9864,l
16900,dubai,5863,l
16900,dubai,2881,e
16900,dubai,5085,e
16900,dubai,4903,q
16900,dubai,9307,l
16900,dubai,6512,i
16900,dubai,7151,n
16900,dubai,5582,m
16900,dubai,7684,d
16900,dubai,30111,g
16900,dubai,3967,i
16900,dubai,2507,b
16900,dubai,5794,o
16900,dubai,5793,o
16900,dubai,6251,o
16900,dubai,77499,b
16900,dubai,5386,c
16900,dubai,4118,o
16900,dubai,6318,t
16900,dubai,3267,r
16900,dubai,4936,g
16900,dubai,7256,p
16900,dubai,9465,c
16900,dubai,2421,r
16900,dubai,22265,h
16900,dubai,7781,r
16900,dubai,3094,m
16900,dubai,6471,m
16900,dubai,7343,i
16900,dubai,3139,g
16900,dubai,4405,t
16900,dubai,2725,u
16900,dubai,7198,n
16900,dubai,6042,b
16900,dubai,7753,m
16900,dubai,99958,f
16900,dubai,6670,o
16900,dubai,3269,m
16900,dubai,6607,p
16900,dubai,3981,n
16900,dubai,6359,n
16900,dubai,1598,e
16900,dubai,6248,c
16700,dubai,6811,t
16500,dubai,70088,u
16500,sharjah,7478,3
16500,dubai,35558,m
16500,dubai,2321,o
16500,dubai,9314,q
16500,dubai,7598,l
16500,dubai,11229,l
16500,dubai,31021,a
16500,dubai,10551,aa
16500,dubai,82221,l
16500,dubai,20920,i
16500,dubai,5905,o
16500,dubai,8295,k
16500,dubai,2208,l
16500,dubai,8195,i
16500,dubai,67876,v
16500,dubai,4121,t
16500,dubai,41177,c
16500,dubai,7144,g
16500,dubai,1126,s
16500,dubai,96663,a
16500,dubai,10140,e
16500,dubai,8853,i
16500,dubai,1065,v
16500,dubai,5298,h
16500,dubai,2862,c
16500,dubai,44428,i
16500,dubai,89994,i
16500,dubai,7329,n
16500,dubai,33341,f
16500,dubai,33774,b
16500,dubai,23033,l
16500,dubai,19955,e
16500,dubai,1591,l
16500,dubai,2539,i
16500,dubai,20212,i
16500,dubai,19911,g
16500,dubai,4655,j
16500,dubai,12251,a
16500,dubai,7551,o
16500,dubai,69006,i
16500,dubai,74647,b
16500,dubai,98700,g
16500,dubai,74744,f
16500,dubai,3157,e
16500,dubai,3576,o
16500,dubai,3648,c
16500,dubai,3295,n
16500,fujairah,90903,g
16500,dubai,6537,h
16500,dubai,9068,h
16500,dubai,1282,h
16500,dubai,25777,c
16500,dubai,44408,k
16500,umm-al-quwain,5004,f
16500,dubai,1353,m
16500,dubai,44240,t
16500,dubai,5639,o
16500,dubai,4359,i
16500,dubai,4983,t
16500,dubai,5798,u
16500,dubai,3897,i
16500,dubai,45654,p
16500,dubai,11154,r
16500,dubai,2902,o
16500,dubai,4779,g
16500,dubai,8374,u
16500,dubai,9608,l
16500,dubai,8951,n
16500,dubai,6295,g
16500,dubai,9897,l
16500,dubai,10999,t
16500,dubai,21011,m
16500,dubai,86688,j
16500,dubai,8639,k
16500,dubai,23132,q
16500,abu-dhabi,22354,7
16500,dubai,3120,n
16500,dubai,6944,e
16500,dubai,41151,l
16500,dubai,19970,r
16500,dubai,9342,l
16500,dubai,7934,p
16500,dubai,4138,o
16300,fujairah,80800,c
16200,dubai,21331,x
16000,dubai,8704,g
16000,dubai,42666,i
16000,dubai,35350,h
16000,sharjah,6002,3
16000,dubai,4973,f
16000,dubai,50790,b
16000,ajman,26222,e
16000,dubai,33550,r
16000,dubai,5397,m
16000,dubai,5720,c
16000,dubai,44457,j
16000,dubai,23340,b
16000,dubai,3485,m
16000,dubai,8521,d
16000,umm-al-quwain,1235,l
16000,ras-al-khaimah,88822,c
16000,dubai,44483,f
16000,dubai,55572,j
16000,umm-al-quwain,77757,b
16000,dubai,7875,s
16000,sharjah,5502,3
16000,dubai,9580,p
16000,dubai,39777,h
16000,sharjah,4006,3
16000,sharjah,5020,3
16000,dubai,6184,q
16000,dubai,1237,n
16000,dubai,70141,a
16000,dubai,30311,c
16000,dubai,80020,v
16000,dubai,80200,v
16000,dubai,6074,e
16000,dubai,3516,g
16000,dubai,17101,x
16000,sharjah,7445,3
16000,sharjah,9932,3
16000,dubai,2543,j
16000,dubai,69692,k
16000,dubai,12100,t
16000,dubai,2669,g
16000,dubai,3498,r
16000,dubai,65661,a
16000,sharjah,28228,3
16000,dubai,60200,u
16000,dubai,60400,u
16000,dubai,30045,e
16000,dubai,5388,r
16000,dubai,88992,c
16000,dubai,51461,a
16000,dubai,5121,t
16000,abu-dhabi,67784,4
16000,dubai,5046,p
16000,abu-dhabi,34221,10
16000,ajman,57555,d
16000,dubai,3622,i
16000,dubai,7662,k
16000,dubai,7663,o
16000,dubai,7622,s
16000,dubai,7664,l
16000,ras-al-khaimah,1061,y
16000,umm-al-quwain,5786,x
16000,dubai,2872,p
16000,dubai,9123,i
16000,dubai,5508,e
16000,dubai,32288,b
16000,dubai,11214,aa
16000,dubai,60211,a
16000,sharjah,26226,3
16000,dubai,3492,j
16000,dubai,20028,l
16000,dubai,99757,a
16000,umm-al-quwain,39393,b
16000,dubai,20077,l
16000,abu-dhabi,92493,4
16000,dubai,26888,h
16000,dubai,80101,i
15999,dubai,37477,aa
15900,dubai,16561,s
15900,dubai,7372,d
15900,dubai,22286,h
15900,dubai,7901,r
15900,dubai,7882,g
15900,dubai,2696,e
15900,dubai,3890,m
15900,dubai,7589,m
15900,dubai,5266,p
15900,dubai,7097,m
15900,dubai,76776,l
15900,dubai,34002,aa
15900,dubai,84455,a
15900,dubai,14243,a
15900,dubai,2150,k
15900,umm-al-quwain,1819,n
15900,dubai,21113,q
15900,dubai,6860,s
15900,dubai,3326,q
15900,dubai,22511,d
15900,dubai,6771,g
15900,dubai,5560,l
15900,dubai,7121,s
15900,dubai,9606,p
15900,dubai,4913,m
15900,dubai,70010,v
15900,dubai,68111,j
15900,dubai,40080,v
15900,dubai,95950,a
15900,dubai,3319,o
15900,dubai,15253,a
15900,dubai,6746,c
15900,dubai,3899,c
15900,dubai,8219,m
15900,dubai,7202,n
15900,dubai,33310,v
15900,dubai,1303,i
15900,dubai,6047,r
15900,dubai,2602,o
15900,dubai,7960,g
15900,dubai,7956,m
15900,dubai,6751,t
15900,dubai,7240,r
15900,dubai,60030,v
15900,dubai,6131,q
15900,dubai,9359,i
15900,dubai,44497,a
15900,dubai,8151,k
15900,dubai,4868,j
15900,dubai,1219,n
15900,dubai,88181,n
15900,dubai,7461,l
15900,dubai,96660,s
15900,dubai,1138,s
15900,dubai,1904,v
15900,dubai,2062,i
15900,dubai,7265,t
15900,dubai,6965,j
15900,dubai,6221,n
15900,dubai,30222,v
15900,dubai,6167,m
15900,dubai,8187,k
15900,dubai,8841,s
15900,dubai,2959,c
15900,dubai,50044,b
15900,dubai,32210,a
15900,dubai,67767,u
15900,dubai,56655,q
15900,dubai,5205,q
15900,dubai,5171,l
15800,dubai,11160,p
15800,dubai,6791,c
15777,ras-al-khaimah,1059,y
15700,dubai,7854,m
15700,sharjah,2703,3
15600,dubai,2825,j
15600,dubai,2824,j
15600,dubai,4517,b
15500,dubai,83383,d
15500,dubai,8349,j
15500,dubai,7690,p
15500,sharjah,1072,3
15500,dubai,6947,i
15500,dubai,7153,l
15500,dubai,9149,m
15500,dubai,5034,o
15500,dubai,8233,m
15500,dubai,5025,q
15500,dubai,19890,x
15500,dubai,7287,e
15500,dubai,13132,p
15500,dubai,6778,q
15500,dubai,60111,u
15500,dubai,4310,v
15500,dubai,9012,v
15500,dubai,6012,v
15500,dubai,63332,m
15500,dubai,9441,n
15500,dubai,20130,b
15500,dubai,5562,s
15500,dubai,90063,t
15500,dubai,9684,r
15500,dubai,31234,v
15500,dubai,7969,g
15500,dubai,51615,p
15500,dubai,3250,b
15500,dubai,8018,u
15500,sharjah,47747,3
15500,dubai,70040,p
15500,dubai,10201,p
15500,dubai,7332,e
15500,sharjah,4347,3
15500,dubai,3141,u
15500,dubai,44489,i
15500,dubai,1197,n
15500,sharjah,2878,3
15500,dubai,20520,f
15500,dubai,6227,m
15500,dubai,9032,g
15500,dubai,9557,j
15500,dubai,6805,f
15500,sharjah,3881,3
15500,dubai,33380,j
15500,dubai,88842,k
15500,dubai,67077,aa
15500,ajman,9291,h
15500,dubai,23334,o
15500,sharjah,28828,3
15500,dubai,3819,m
15500,ajman,8885,b
15500,dubai,7191,s
15500,dubai,24822,b
15500,fujairah,7005,k
15500,dubai,67067,s
15500,dubai,6496,c
15500,dubai,80060,v
15500,dubai,87222,i
15500,dubai,9775,e
15500,fujairah,1770,c
15500,fujairah,88810,b
15500,dubai,43344,k
15500,dubai,77750,v
15200,sharjah,2098,3
15200,ras-al-khaimah,12021,m
15000,dubai,30083,q
15000,dubai,79911,e
15000,dubai,26606,v
15000,fujairah,40049,i
15000,sharjah,1664,3
15000,dubai,65965,m
15000,dubai,11299,t
15000,dubai,33225,h
15000,dubai,51045,q
15000,dubai,18218,m
15000,sharjah,1085,3
15000,dubai,74455,e
15000,dubai,2798,f
15000,abu-dhabi,70244,17
15000,dubai,96369,i
15000,dubai,3769,q
15000,dubai,91998,x
15000,abu-dhabi,69179,6
15000,dubai,7015,q
15000,dubai,33446,u
15000,abu-dhabi,16543,4
15000,dubai,71212,f
15000,dubai,10106,s
15000,dubai,6249,q
15000,abu-dhabi,64657,5
15000,dubai,9632,p
15000,dubai,6707,t
15000,dubai,38882,k
15000,dubai,9756,v
15000,abu-dhabi,12390,9
15000,dubai,6314,e
15000,dubai,6103,p
15000,dubai,31921,bb
15000,dubai,81518,u
15000,dubai,9426,l
15000,dubai,9218,p
15000,dubai,38600,n
15000,dubai,33361,j
15000,dubai,25205,f
15000,dubai,7643,p
15000,dubai,33371,j
15000,dubai,31888,i
15000,ras-al-khaimah,1124,y
15000,dubai,15661,b
15000,dubai,3791,h
15000,fujairah,60008,s
15000,dubai,18001,l
15000,dubai,3729,n
15000,dubai,33101,g
15000,dubai,87178,u
15000,dubai,5872,o
15000,dubai,25556,j
15000,dubai,87007,i
15000,dubai,7385,v
15000,dubai,55561,h
15000,dubai,33351,j
15000,abu-dhabi,39558,8
15000,dubai,5612,t
15000,dubai,2378,u
15000,dubai,67867,d
15000,dubai,39392,b
15000,dubai,9352,r
15000,dubai,87564,a
15000,fujairah,1430,s
15000,dubai,5689,i
15000,dubai,8135,q
15000,dubai,4951,g
15000,ras-al-khaimah,10088,i
15000,dubai,16717,y
15000,dubai,11816,f
15000,dubai,2981,b
15000,dubai,8691,h
15000,dubai,8679,i
15000,dubai,7546,k
15000,dubai,18911,i
15000,dubai,68863,v
15000,dubai,99123,k
15000,dubai,6229,u
15000,ras-al-khaimah,8554,a
15000,dubai,20500,l
15000,dubai,9566,m
15000,ajman,8819,b
15000,fujairah,5931,a
15000,dubai,99775,m
15000,dubai,11916,p
15000,ras-al-khaimah,61115,s
15000,dubai,30089,y
15000,dubai,5021,e
15000,dubai,11516,aa
15000,dubai,99858,a
15000,abu-dhabi,58157,8
15000,dubai,6523,r
15000,dubai,18717,a
15000,dubai,53735,h
15000,dubai,55978,a
15000,dubai,10401,f
15000,abu-dhabi,16131,8
15000,dubai,11021,n
15000,sharjah,4468,3
15000,dubai,13443,d
15000,dubai,5729,i
15000,dubai,7219,h
15000,dubai,98088,g
15000,dubai,20023,p
15000,dubai,12006,r
15000,dubai,18381,q
15000,dubai,5018,p
15000,abu-dhabi,47148,9
15000,abu-dhabi,59226,18
15000,sharjah,20088,3
15000,ras-al-khaimah,2033,z
15000,dubai,9514,o
15000,dubai,5703,l
15000,dubai,12102,g
15000,dubai,5327,r
15000,dubai,99917,h
15000,dubai,44006,c
15000,dubai,8307,o
15000,dubai,2475,v
15000,dubai,38090,a
15000,umm-al-quwain,60999,b
15000,dubai,28033,w
15000,dubai,19101,aa
15000,dubai,2398,r
15000,dubai,17520,j
15000,dubai,30488,w
15000,umm-al-quwain,8211,m
15000,dubai,4917,f
15000,sharjah,54554,3
15000,ras-al-khaimah,7197,m
15000,dubai,77715,m
15000,dubai,60614,n
15000,dubai,12299,v
15000,ajman,9447,a
15000,dubai,27066,a
15000,dubai,84443,i
15000,abu-dhabi,51786,20
15000,ajman,66333,b
15000,sharjah,80100,3
15000,abu-dhabi,32160,7
15000,dubai,6983,r
15000,sharjah,96699,3
15000,abu-dhabi,78653,50
15000,dubai,96007,p
15000,dubai,37073,h
15000,dubai,2581,o
15000,dubai,89955,m
15000,ras-al-khaimah,98877,k
15000,dubai,61911,bb
15000,ras-al-khaimah,10008,c
15000,dubai,55690,e
15000,dubai,19001,k
15000,dubai,1218,m
15000,dubai,6934,h
15000,dubai,51757,c
15000,dubai,18283,m
15000,dubai,7386,n
15000,abu-dhabi,47075,7
15000,ajman,1832,a
15000,dubai,14747,m
15000,dubai,91891,v
15000,sharjah,8983,3
15000,dubai,85852,q
15000,dubai,89100,p
15000,dubai,61900,u
15000,abu-dhabi,86138,4
15000,dubai,2418,k
15000,dubai,3275,o
15000,abu-dhabi,89086,9
15000,dubai,99335,m
15000,umm-al-quwain,19998,m
15000,dubai,5804,r
15000,dubai,80980,o
15000,umm-al-quwain,7891,b
15000,dubai,6198,p
15000,abu-dhabi,89093,50
15000,dubai,2579,f
15000,dubai,17155,e
15000,dubai,7603,c
15000,fujairah,24000,i
15000,dubai,5608,i
15000,abu-dhabi,12380,11
15000,dubai,66844,a
15000,dubai,60777,o
15000,dubai,48048,v
15000,dubai,14140,k
15000,abu-dhabi,76710,10
15000,sharjah,48008,3
15000,dubai,55110,v
15000,dubai,1460,m
15000,abu-dhabi,50131,50
15000,dubai,4016,e
15000,dubai,3691,v
15000,abu-dhabi,33124,10
15000,dubai,43233,s
15000,dubai,61216,v
15000,dubai,7396,i
15000,sharjah,20025,2
15000,fujairah,8789,i
15000,dubai,47724,a
15000,dubai,89700,r
15000,dubai,69008,aa
15000,dubai,91198,v
15000,dubai,56157,g
15000,dubai,2671,s
